Folio,Incumplimiento,Estudiante,Saldo,Ingreso
2605,Yes,No,1789.0933910999,48331.1268575393
2606,No,No,76.4760889556,27283.6917439672
2607,No,No,1067.1390256162,53995.7304950264
2608,No,No,0,39592.4369317594
2609,No,No,253.1319821538,40973.6465438182
2610,No,No,1056.9283475286,55409.4595968406
2611,No,No,179.7000705115,37727.5351161306
2612,No,Yes,990.935762652,18197.2287289779
2613,No,No,693.7537182711,36723.4487731456
2614,No,No,965.2768178005,37705.2432205848
2615,No,No,300.8762062278,51423.6946425968
2616,No,No,1265.0449320666,47297.7227040899
2617,No,No,558.6705138207,40335.6109906479
2618,No,No,1183.9833114405,53599.7455269133
2619,No,Yes,1165.8402091099,20495.1586007315
2620,No,Yes,1542.1912265294,17265.9186145271
2621,No,Yes,587.7677591472,22669.4243298994
2622,No,No,0,31005.0357580094
2623,No,No,389.9766945533,27329.9793137832
2624,No,No,647.0759009974,55522.6239251505
2625,No,No,70.9831629935,40012.5329121316
2626,No,Yes,115.5453555107,12670.0276198346
2627,No,No,90.9334471935,42451.73557619
2628,No,No,1230.4242558487,51716.7399008311
2629,No,No,201.5583994257,27924.8465630726
2630,No,Yes,1562.8461550518,10353.9039107506
2631,No,Yes,622.8952091464,11019.8775588539
2632,No,Yes,1142.1269552482,9184.7327615698
2633,No,Yes,1796.2676398116,21126.1772070552
2634,No,No,947.4239701242,38505.7838671204
2635,No,No,419.4405794824,34332.6613136933
2636,No,No,1660.827701824,53754.2007216096
2637,No,No,391.2404617409,24972.2459136159
2638,No,No,613.4309364704,34745.0074718263
2639,No,Yes,1024.1088069469,18667.9256525825
2640,No,Yes,0,25976.0651146896
2641,No,No,1252.9583376935,33876.1890302511
2642,No,No,708.8374817611,55675.7598635713
2643,No,No,266.6470860732,16515.3084266927
2644,No,Yes,1339.3636140539,19496.1652150139
2645,No,No,781.5953358585,49457.1052970342
2646,No,Yes,1021.370110866,19032.5090112019
2647,No,No,948.494278459,40739.859930577
2648,No,Yes,1312.9337796342,20208.5446086433
2649,No,No,0,50861.7888483642
2650,No,No,0,24566.4833655163
2651,No,No,0,30922.6042126623
2652,No,Yes,859.3369636985,13993.6545371706
2653,No,No,646.1576679919,45696.8316119872
2654,Yes,Yes,1707.9146342541,10591.7174194295
2655,No,No,133.6734549623,28492.4003038224
2656,No,Yes,80.595675817,16145.6376951065
2657,No,Yes,631.6008477132,17845.0741549791
2658,No,No,1236.6179140601,40668.7253963171
2659,No,No,742.5833733377,40085.4399499287
2660,No,Yes,97.0314627756,12731.7575532721
2661,No,No,1054.2221103624,50900.2425566065
2662,No,No,959.6002870135,29850.2120699576
2663,No,No,1258.8522773849,33683.1817331799
2664,No,No,443.2464668124,36547.1610411452
2665,No,No,1605.1024152775,26126.3294382767
2666,No,No,0,25964.8443397551
2667,No,No,832.645975119,25106.3747819931
2668,No,Yes,443.537028835,19632.1754217151
2669,No,No,817.4317693046,40088.050514941
2670,No,No,881.663799741,43725.9975260941
2671,No,No,1154.0942738023,48400.2411526907
2672,No,Yes,961.5755637265,9681.4938926008
2673,No,Yes,516.1219595382,17538.4616181002
2674,No,Yes,1357.4118680547,22572.7901256335
2675,No,No,1036.0305944707,35261.3557800662
2676,No,Yes,900.6093416679,17802.9272603154
2677,No,No,1516.3260249687,46393.2645380991
2678,No,Yes,1015.2045349384,22208.3289188997
2679,No,No,232.1057439616,40368.9568536783
2680,No,Yes,1082.2841329794,19451.8162821095
2681,No,No,682.4396607806,17992.9711781875
2682,No,Yes,1218.1388796678,18144.9848326959
2683,No,No,802.4131421852,47444.4928019833
2684,No,No,143.854898264,38014.873488625
2685,No,No,1087.4657937922,32908.5271228366
2686,No,Yes,895.7539555826,14753.2973335429
2687,No,No,660.2854964727,58956.5131752064
2688,No,Yes,630.973489225,19087.1747800951
2689,No,Yes,1648.9660292908,15402.4820810586
2690,No,Yes,975.9555973584,18246.8157222368
2691,No,No,297.0053782519,22955.082122953
2692,No,No,0,47328.2329138298
2693,No,No,0,32629.9448499908
2694,No,Yes,789.2148948547,18231.8302550712
2695,Yes,No,1804.0364747998,31318.2960261534
2696,No,No,1266.1138671516,29698.5162713578
2697,No,Yes,135.187643442,20414.4121733742
2698,No,No,28.8137434583,36941.0634015026
2699,No,Yes,0,15347.9142879003
2700,No,No,750.6989964494,49150.3458527716
2701,No,No,805.3051168799,57386.1287972175
2702,No,No,1093.8030048392,29573.2382295888
2703,No,No,483.9652713034,44335.9581121448
2704,No,Yes,1534.3948836384,19592.1093866605
2705,No,No,1349.1872912838,48013.6902006639
2706,No,No,158.5704427485,20575.4650114134
2707,No,Yes,172.4620198632,25850.38312555
2708,No,No,1280.7628609208,53675.5675472481
2709,No,Yes,213.1732752021,22811.4569780822
2710,No,No,0,32248.5365682336
2711,No,Yes,704.0136485693,13903.4557309642
2712,No,No,708.8139761626,38295.2338064477
2713,No,No,257.3963831303,49477.7856417044
2714,No,Yes,1188.7442962229,22867.0705856512
2715,No,No,0,62886.709228091
2716,No,No,1321.7038908427,45581.7947809336
2717,No,Yes,882.5819675138,17749.9720524962
2718,No,Yes,1418.1341482841,11964.4250856384
2719,No,No,1245.4222053273,36897.7801091249
2720,No,No,339.5292685291,58747.3877347941
2721,No,Yes,824.5478304152,29088.1113478079
2722,No,No,241.4426903179,30171.624493137
2723,No,No,1510.7932503293,47684.2394572224
2724,No,No,396.6412499712,52174.9542732655
2725,No,Yes,1633.6978034879,15786.3173190985
2726,No,No,650.4183410677,47122.0724707326
2727,No,Yes,1382.4382305902,15680.6104930059
2728,No,No,613.4802945348,24367.861421199
2729,No,No,1424.3512184143,37845.9992477028
2730,No,Yes,914.1081755644,19053.0058906904
2731,No,Yes,802.0089304092,15469.6526246998
2732,No,Yes,539.6749029803,18852.2738479108
2733,No,No,337.5759998868,52192.274717818
2734,No,Yes,813.4948375925,16681.3502966219
2735,No,No,477.8821219513,39834.0308074596
2736,No,No,342.1916020863,32154.7535517213
2737,No,No,840.3657810197,45316.8354075388
2738,No,Yes,865.5655921602,16643.2409619884
2739,No,No,645.5916365518,44402.1062312719
2740,No,No,1755.388910232,35031.532001505
2741,No,No,498.7494508286,51690.0634671793
2742,No,No,587.7810816802,30859.6363376973
2743,No,Yes,824.6165935322,10062.5759326033
2744,No,No,0,32660.7252649811
2745,No,Yes,880.8036360093,20436.4390294741
2746,No,No,917.1221347444,48227.8193683666
2747,No,Yes,789.7175406319,19280.5442609264
2748,No,No,763.8556246569,52938.0354701239
2749,No,Yes,1062.1665095425,17383.2585454709
2750,No,No,944.3325674275,44444.1491764787
2751,No,No,877.5014229547,25587.7439274116
2752,No,No,1344.1034058687,41417.3459241838
2753,Yes,Yes,1543.0995817215,18304.6505704658
2754,No,No,380.3174500571,38864.5841504209
2755,No,Yes,1176.8933025328,23634.8157312548
2756,No,No,733.1999149225,34524.9188645623
2757,No,No,348.9970287656,48942.025780663
2758,No,Yes,1380.0875257448,19245.8326918502
2759,No,No,943.1657194469,40369.698030948
2760,No,No,1248.8858491174,51897.394908379
2761,No,No,713.2234920123,51107.8600950232
2762,No,No,834.2356081636,36721.8622064862
2763,No,No,0,26200.0384004908
2764,No,No,1558.8838618394,37489.722114493
2765,No,No,1362.1866190624,37736.7496039702
2766,No,No,1581.5215047733,45729.8880504535
2767,No,No,324.8549714432,39752.3541911937
2768,No,No,1112.7357400544,47527.1255757851
2769,No,No,379.5987260509,32578.4358262251
2770,No,No,1549.0981513814,26239.7818673704
2771,No,No,1489.4159145508,46732.7678074658
2772,No,No,548.2063638412,41647.7271645225
2773,No,No,561.9684729736,37637.0050338339
2774,No,No,595.4867013675,34470.4180269734
2775,No,No,267.5139687995,27364.8654758574
2776,No,Yes,1793.3031877158,21034.879651448
2777,No,Yes,1773.1535415221,10177.8667369628
2778,No,No,618.8603726992,37333.3338338768
2779,No,No,205.6438080985,37766.4936916137
2780,No,No,1011.4315428457,36364.7538519546
2781,No,No,0,38130.6456699094
2782,No,Yes,1154.4321053676,15221.1723898836
2783,No,No,292.5159806952,43705.3790386263
2784,No,Yes,1106.9462772892,19233.7738901492
2785,Yes,No,1665.9546205216,30070.1352632412
2786,No,Yes,968.671100958,22212.7410345934
2787,No,No,797.2493692912,39928.5881786116
2788,No,Yes,636.8978227201,18620.2389516182
2789,No,Yes,1011.3348484162,14101.2902997406
2790,No,No,791.0352223044,47303.676639153
2791,No,No,942.4747495468,36965.045572252
2792,No,No,706.9742779079,46165.1545334877
2793,No,No,767.4348125044,55990.8746075411
2794,No,No,568.8436682596,37074.54081369
2795,No,Yes,1271.5629570624,18999.6168066482
2796,No,No,938.9391417261,44280.7863513009
2797,No,No,1012.1941988496,34631.7060500926
2798,No,No,1355.4932305917,18935.5115098086
2799,No,No,912.0487219416,43486.9570806418
2800,No,No,289.5988342509,25724.7706367641
2801,Yes,Yes,2035.8615565476,14435.8431942214
2802,No,Yes,1602.1798858019,17858.0679077375
2803,No,Yes,0,20067.8097636582
2804,No,Yes,1202.390705178,14036.620879558
2805,No,No,554.70765287,28164.1985522538
2806,No,Yes,229.9887234913,2541.2008142989
2807,No,No,768.9791480228,35503.9089588381
2808,No,Yes,1211.0401461315,16898.1294674003
2809,No,No,0,35648.3811626748
2810,No,No,0,27537.7353522315
2811,No,Yes,859.9366510541,15966.7171268937
2812,No,No,0,47556.3012519448
2813,No,Yes,1471.5383906551,14959.6618849533
2814,No,Yes,582.873867247,17730.5511020257
2815,No,Yes,463.1193391988,25858.2817451931
2816,No,No,986.1541302595,48940.4900300522
2817,No,No,534.7460544977,29685.1292285638
2818,No,No,1402.6905266898,39656.6321983598
2819,No,No,967.7480010295,46278.0745202707
2820,No,No,884.0225177796,36889.4282456394
2821,No,Yes,455.6999382697,19080.8089865564
2822,No,No,0,66915.5717874548
2823,No,No,1141.2382104748,37917.664539202
2824,No,No,365.2358798279,21358.0000548145
2825,No,No,38.3759245804,33579.3562250616
2826,No,Yes,731.9706112703,13593.140510988
2827,No,No,1006.7197859806,47784.3184738
2828,No,No,1107.8011559101,34561.9495390561
2829,No,No,777.5308087322,45673.6739067692
2830,No,No,1501.4260872911,35398.9571179789
2831,No,Yes,862.0600384802,12085.4530819151
2832,No,Yes,12.1864202973,19910.9689671724
2833,No,No,0,30208.0464441746
2834,No,No,1820.3254899791,31309.9984840595
2835,No,No,576.0689928749,40179.8300541546
2836,No,No,837.7526212936,31017.9011357947
2837,No,No,399.7938849545,34875.3323287297
2838,No,Yes,578.7550988962,20909.8353696313
2839,No,No,1106.5408745067,46565.059953601
2840,No,No,390.7456113881,38442.2960634912
2841,No,Yes,274.1946278072,15421.5516574415
2842,No,No,1476.877641999,42271.3334081723
2843,No,No,578.4607423695,20306.9360124815
2844,No,No,1064.1477133064,28192.1258830284
2845,No,No,1598.3034172647,46404.6646948089
2846,No,No,863.4518295776,33529.8806538019
2847,No,No,1157.7598572533,32574.5028988198
2848,No,Yes,406.3860490743,24086.9524874473
2849,No,No,309.244487695,44202.7075047131
2850,No,No,943.951244268,28353.6300145366
2851,No,No,1206.7919371582,42916.7013947578
2852,No,Yes,1448.0604575364,21028.2867502157
2853,No,No,1166.593989293,26977.6227486722
2854,No,No,800.3086719852,61281.3008105003
2855,No,No,714.9260000802,31032.869700076
2856,No,No,471.2550830695,28417.7419907703
2857,No,No,662.1644450942,30390.0600699129
2858,No,No,770.4319619242,53398.3147279233
2859,No,No,597.3268695699,55496.7771129435
2860,No,No,140.8530225193,48183.2767398541
2861,No,No,1035.5529439982,29423.2320285923
2862,No,Yes,784.1087811808,11560.567698562
2863,No,Yes,442.0274250251,17072.3366388213
2864,No,No,888.0814319856,54072.6570198483
2865,No,No,704.202908307,44775.122006996
2866,No,Yes,1016.4506164284,15099.5302012588
2867,No,No,1036.460728006,42914.9816724656
2868,No,Yes,1060.2200341392,22795.9429883192
2869,No,No,1243.928059899,38075.4382991816
2870,No,Yes,1291.977345809,26571.8745602489
2871,No,No,69.2524758053,20222.8662388676
2872,No,No,196.3892855258,29932.6620347112
2873,No,Yes,709.0271028838,18305.7345223333
2874,No,No,1034.1499623919,52106.8387037871
2875,No,No,868.0060300576,50549.5334619527
2876,No,No,1236.0069932376,48800.3568478614
2877,No,No,12.9123495546,46282.2577329848
2878,No,Yes,826.4536365139,21342.7030297359
2879,No,Yes,703.990009364,20752.1754356717
2880,No,Yes,817.1214384003,13152.0341263612
2881,No,No,1210.0146310631,45066.1332443431
2882,No,Yes,766.4062474218,22296.9836996044
2883,No,No,1643.654051509,33980.8258311547
2884,No,No,1053.0147781635,54009.6319447306
2885,No,No,240.0774345215,41508.9556964546
2886,No,No,62.6529485076,44440.7054833724
2887,No,Yes,924.2332039217,11194.6688781448
2888,No,Yes,944.0710358903,26027.6876516962
2889,No,No,295.7854427614,51837.752325646
2890,Yes,No,2085.5869781835,35657.2256698962
2891,No,No,474.3552637654,58068.622244121
2892,No,No,504.7233525823,54297.1136556321
2893,No,No,292.3841443908,33961.1004508478
2894,No,No,593.2804677973,40227.1438816192
2895,No,No,76.0640883416,50054.7623469691
2896,No,Yes,1270.0928104579,16809.0064517963
2897,No,No,877.3436868691,40689.4785866351
2898,No,Yes,932.5609425484,20980.8055046157
2899,No,No,279.9633883379,30262.1171373507
2900,No,No,1155.1750058879,40398.3993465472
2901,No,No,0,45431.7575917119
2902,No,Yes,1216.7675616581,23378.5728235637
2903,No,Yes,0,15274.4690275405
2904,No,Yes,728.5493992393,22891.929378285
2905,No,No,0,48365.5775942221
2906,No,Yes,643.5652671557,21323.0494420305
2907,No,No,973.0823643438,27289.2713224843
2908,No,Yes,1177.9574247622,14385.1670694871
2909,No,No,196.9871114155,41314.993615811
2910,No,No,1526.2686685969,44845.1362915324
2911,No,No,441.3960845631,56060.2036101667
2912,No,No,1004.6417730261,56533.3130669828
2913,No,No,1258.0695338251,36645.1405748822
2914,No,No,1563.9934188399,37119.6019665666
2915,No,No,367.3515762649,29905.5278559754
2916,No,Yes,1222.7680408113,18276.4340649165
2917,No,Yes,1582.2028130472,19682.8724899139
2918,No,No,647.1302830286,32725.3866528516
2919,No,No,0,33146.4953386028
2920,No,Yes,1585.3330294584,15079.4889372439
2921,No,Yes,837.9723361558,25773.18264869
2922,No,Yes,686.7821494064,10543.5563164881
2923,No,No,947.8421589851,37891.0370436422
2924,No,Yes,1205.0550079097,18101.6763143196
2925,No,No,1254.1310546255,37456.2619909468
2926,No,No,949.123846295,50528.5338652233
2927,No,No,530.2460199808,27610.7030900379
2928,No,No,833.6899702564,54558.1401094237
2929,No,No,638.4653108828,36173.982445364
2930,Yes,Yes,2387.3148674336,28296.9147184635
2931,No,Yes,839.3908902231,21383.2311743407
2932,No,No,294.6342809511,63285.0251126079
2933,No,No,1178.1794376938,34720.93615732
2934,No,No,1149.7201358405,57890.5159582794
2935,No,No,909.7642676787,42468.2782209453
2936,No,Yes,1391.5080267945,18539.5903551186
2937,No,Yes,1029.2496321846,18018.3583136311
2938,No,No,1504.5969399062,30773.7428447844
2939,No,No,1276.4892999898,35122.8536147464
2940,No,No,874.9150425384,25023.3230927001
2941,No,No,1104.689463212,51516.3362893771
2942,No,No,0,47056.1991877335
2943,No,No,698.8004439568,37466.0202992199
2944,No,No,1055.4108682262,33945.1427605779
2945,No,Yes,131.2846105185,14491.8440664949
2946,No,No,795.9037859664,44181.671863611
2947,No,No,611.9542968072,39291.2037327881
2948,No,No,1670.4230080681,41409.7711489966
2949,No,No,1423.1495453206,33591.2315394355
2950,No,No,770.6419391769,29623.4712882976
2951,No,No,1315.4696088684,29808.3522278599
2952,No,No,599.2041050377,53218.1108551285
2953,No,No,584.3567410214,34128.7669919245
2954,No,No,27.271878492,51659.8784114258
2955,No,No,65.7275950839,32332.1826526434
2956,No,No,1338.4611161707,23909.5469466814
2957,No,Yes,1120.4229684746,16151.2528468194
2958,No,No,726.0293438287,41996.1244144328
2959,No,No,1353.5882835195,44372.7939185398
2960,No,No,531.744210692,38122.1923999718
2961,No,No,1824.6413851421,36762.8088401801
2962,No,Yes,894.4654680935,14035.4991381188
2963,No,Yes,1275.5385645803,16445.6247238911
2964,No,No,550.6243941385,19106.2657896555
2965,No,Yes,270.3910262336,13158.4422264499
2966,No,No,651.9986040934,35266.1284410747
2967,No,No,718.3511021304,50765.8926332739
2968,No,No,1008.9465398811,31235.782923348
2969,No,Yes,1510.7478118243,13390.9200005461
2970,No,No,1393.3682833124,38371.9774624643
2971,No,No,586.5882743918,45519.8377116616
2972,No,No,793.4139266902,45873.1799719756
2973,No,No,285.910169132,43263.6306402332
2974,No,Yes,550.3810558337,20322.7686347979
2975,No,Yes,716.4919950314,16785.38532485
2976,No,No,383.6864668653,39946.4849685718
2977,No,No,252.3333091202,38431.8186913772
2978,No,No,1164.1042704839,40167.0233128899
2979,No,No,1080.1857769277,38398.8660985364
2980,No,No,906.4785441818,47101.990627242
2981,No,No,457.8000985656,26567.2410810939
2982,No,No,1215.8673592727,42762.1218348043
2983,No,No,217.3615206314,45083.1113673867
2984,No,Yes,1076.7277046113,12502.6449158541
2985,No,Yes,58.0660620767,23639.233623289
2986,No,No,1615.2250009521,55219.5200109582
2987,No,Yes,1119.0017886912,22811.393799216
2988,No,No,671.9580671582,17621.4538490348
2989,No,No,634.2179263825,38672.7496473852
2990,No,Yes,831.8185362649,16164.4846069406
2991,No,Yes,373.0625165382,22018.9821001083
2992,No,No,776.4548762113,58481.5439128062
2993,No,Yes,1031.3039386417,12195.3798286488
2994,No,No,910.6724158349,43795.5817003373
2995,No,No,1010.8090649823,42163.4535969445
2996,No,No,1090.3503503075,48280.9463176417
2997,No,No,1008.5503429271,53801.615635285
2998,No,No,0,50127.1804741922
2999,No,Yes,1824.3680035079,20074.2810967841
3000,No,No,730.164418479,44411.6782657154
3001,No,No,991.1317825685,30941.5485184932
3002,No,No,1356.5166646584,35030.6350247283
3003,No,No,576.635576856,41699.2097914708
3004,No,No,1334.5541912103,43385.821809676
3005,No,No,1487.6618077011,47624.3796002969
3006,No,No,778.6934925201,48551.9710763615
3007,No,No,444.1963823138,37599.4201866653
3008,No,No,1023.3621601843,34632.1026922622
3009,No,Yes,153.400095791,17840.3848795582
3010,No,No,661.7606163802,47169.3568472448
3011,No,No,312.6147065405,34918.6129080311
3012,No,No,645.372564533,30102.0355391677
3013,No,No,0,49010.2733191107
3014,No,No,779.6147233531,22975.493022604
3015,No,Yes,569.4987908061,19755.5211422929
3016,No,No,1287.7658951664,38507.119385618
3017,No,No,1177.8150695638,32294.5456510691
3018,No,No,795.3685570784,25704.646642625
3019,No,No,877.0391969601,24902.7354908039
3020,No,No,823.9919882811,36701.5301668566
3021,No,No,1019.2153584024,52089.6446283697
3022,No,No,942.7374821355,38908.8811192003
3023,No,No,6.7878617591,40145.3390915312
3024,No,No,0,55158.1512404129
3025,No,Yes,1420.2042050885,22790.7958314379
3026,No,Yes,1254.6625825683,18189.5207628528
3027,No,No,0,37796.4034569112
3028,No,No,1140.0718993695,33605.3779326314
3029,No,Yes,747.9585112356,19869.3901776741
3030,No,No,1598.6025526689,48717.2631496507
3031,No,No,1226.3707172257,21426.3069842744
3032,No,No,929.8199348505,50611.9859546811
3033,No,No,807.4057380447,43853.8842526713
3034,No,No,345.3649411885,56965.7021104141
3035,No,No,982.4509448889,42907.0261908208
3036,No,Yes,1067.6707667522,14485.9484894986
3037,No,No,742.5406142067,39017.9503227464
3038,No,No,1060.1784474268,30948.2902664065
3039,No,No,523.7533677623,33767.0507141976
3040,No,No,697.9829150442,29799.3191983562
3041,Yes,Yes,1500.8945331548,15802.2328831476
3042,No,Yes,1682.8976310316,14378.8906007666
3043,No,Yes,1264.042070207,6466.5134082068
3044,No,No,1352.4623358386,34247.7800247361
3045,No,No,376.8789166349,50671.3227510852
3046,No,No,629.5612815348,37255.3650881247
3047,No,Yes,709.4142298342,11355.1127102972
3048,No,No,541.3462788332,42332.2462776755
3049,No,No,421.1723819155,42721.4777704317
3050,No,No,500.8042199051,47910.9638496035
3051,No,No,0,41663.3401134605
3052,No,No,1089.3658730962,43360.160154297
3053,No,No,603.8474825348,56468.1222446001
3054,Yes,No,1165.5398527439,50341.5739037884
3055,No,No,1457.6226016702,43155.3626996992
3056,No,No,390.0550263702,27108.2136591038
3057,No,No,584.1412164076,35517.2291107955
3058,No,No,901.0122829407,13498.1265266133
3059,No,Yes,1380.0967371572,14142.0754374369
3060,No,No,1146.0676890979,39902.4418921895
3061,No,No,1058.0259686312,43327.026105494
3062,No,No,474.3796620909,35980.7527880856
3063,No,Yes,969.1435189006,22425.4057574307
3064,No,Yes,1616.7388782679,12557.8228818817
3065,No,No,1185.0286506744,33298.500399848
3066,No,No,472.6332289376,41257.3860294191
3067,No,No,1257.6251228191,30964.234583001
3068,No,No,640.9184387523,37306.6939870991
3069,No,No,105.7442476558,42442.8473498049
3070,No,No,672.4267926835,25947.2454089183
3071,No,No,568.666447037,45186.9759350042
3072,No,Yes,368.1982987776,26670.0121129722
3073,No,No,1546.5485063767,57266.8295893597
3074,No,No,230.2203940939,28930.2545205789
3075,No,No,815.0547023672,34200.1833534919
3076,No,Yes,164.3055116677,17995.858258227
3077,No,Yes,1785.7975159212,15291.6707951933
3078,No,No,661.0522978093,27873.637911952
3079,No,Yes,979.8771549155,13522.4215063984
3080,No,Yes,778.2499052073,23805.9105658439
3081,No,Yes,190.6192782733,21744.5093170033
3082,No,No,523.8137169917,45284.1893484952
3083,No,No,175.6988687563,40044.4703210204
3084,No,No,977.9479231518,38368.4841700357
3085,No,No,837.6953592079,44260.7644148961
3086,No,Yes,1436.3208199931,27658.3866683394
3087,No,No,638.2295009962,53812.7978817314
3088,No,No,714.0116590555,48631.3643616269
3089,No,No,738.2532476637,36086.0921345944
3090,No,No,507.5265348562,58027.7709224602
3091,No,Yes,1033.8334944152,15818.0613960182
3092,No,Yes,19.7394609228,20514.1713659729
3093,No,No,434.7048640039,48898.3701163411
3094,No,No,0,45334.8393330862
3095,No,No,629.7640718525,53069.3251510713
3096,No,Yes,522.7677589011,26900.2807227485
3097,No,Yes,294.6564875417,11681.4623321504
3098,No,Yes,469.4256329103,14647.0022693022
3099,No,No,838.4370383204,40903.4806861138
3100,No,No,1407.6395145697,52746.1331466994
3101,No,Yes,1417.2254987778,16053.9742636275
3102,No,No,363.9940646226,38110.4431111926
3103,No,Yes,128.2518222274,17076.5736044952
3104,Yes,Yes,1894.1682010356,28321.6845474436
3105,No,Yes,1624.7956418145,10623.5974508246
3106,No,No,645.9492707647,46406.3379836008
3107,No,No,684.0849048546,38184.5683849571
3108,No,No,1168.2845384156,46904.6038233881
3109,No,No,766.1240548741,51614.0562036621
3110,No,Yes,738.2686011596,14063.0754606611
3111,No,No,525.8903382725,45530.5091218435
3112,No,No,631.2535066908,38877.5703324555
3113,No,No,0,65943.7839407987
3114,No,No,913.9139657474,53809.3303582319
3115,No,No,578.7525663353,60498.9254643736
3116,No,No,1503.8499507533,43888.3966632069
3117,No,Yes,555.2657969275,11581.2206625316
3118,Yes,Yes,1289.2462104948,13624.5452584786
3119,No,No,545.5665106692,35714.6511274284
3120,No,No,1112.3489922615,33468.8221845045
3121,No,No,564.9074481127,35820.8856846426
3122,No,No,591.8414074353,38879.5098790241
3123,No,Yes,908.1228118928,22084.2716490223
3124,Yes,Yes,2169.1961867561,18195.266900905
3125,No,Yes,1108.1053656655,15337.3022718717
3126,No,No,0,27167.2603910132
3127,No,No,957.5919028597,35330.8553531479
3128,No,No,448.0399683354,29537.3102493442
3129,No,No,1188.0728754798,40704.7072215123
3130,No,Yes,1223.8858143187,19520.0090003742
3131,No,Yes,959.9670420032,18413.863852335
3132,No,No,734.7218364026,35010.0258726036
3133,No,No,0,47628.4118282353
3134,No,No,1423.2842580783,48914.197080844
3135,No,No,217.1635013224,26975.491809377
3136,No,No,672.0451389444,36705.3404589011
3137,No,No,830.765389791,45958.9842240714
3138,No,No,652.5281789215,58750.4959950061
3139,No,No,533.9891481955,64930.2397951394
3140,No,Yes,1626.6340793127,17721.6300644139
3141,No,No,1382.1209766826,30395.6882250574
3142,No,No,0,38663.2005143247
3143,No,No,1165.6891519202,38110.3647750537
3144,No,No,1190.4205070487,34198.0513266133
3145,No,No,435.2146570822,39505.412457212
3146,No,Yes,1382.4225438813,17166.0425659832
3147,No,No,1265.9548330359,27233.5630600525
3148,No,No,1303.6261315388,40010.4651612535
3149,No,Yes,240.1013667082,21142.0419014152
3150,No,Yes,326.4386247592,21109.4318148152
3151,No,No,562.8019307065,41934.5973333166
3152,No,No,531.4863605585,28836.1926228196
3153,No,Yes,594.5443798221,17875.3390701558
3154,No,No,745.7338928529,60180.5611339407
3155,No,Yes,1218.6389045721,29899.8068497328
3156,No,No,266.4604812368,37622.0537634591
3157,Yes,No,1899.546841519,46076.2371099545
3158,No,Yes,717.6016730352,13729.05176324
3159,No,No,507.3345958013,56075.1028426007
3160,No,Yes,1422.774586435,14044.5334985769
3161,No,No,1253.699614294,37645.7999594114
3162,No,No,1301.6507654453,38918.9941683265
3163,Yes,Yes,2415.3169939185,17429.5033745137
3164,No,Yes,1367.0138747449,11293.4692594247
3165,No,No,449.0515984368,31624.9056780779
3166,No,No,505.6978729425,31971.312911759
3167,No,No,1150.4587845929,54982.7518342462
3168,No,No,981.4922133751,30385.0690772959
3169,No,Yes,612.2660524004,16270.8356417841
3170,No,Yes,1122.2923859732,20351.3360667593
3171,No,No,59.7970712776,36000.0726853645
3172,No,Yes,1353.0118446887,26207.6862791211
3173,No,No,1232.2335267371,50731.8642626049
3174,No,No,924.013153395,28803.774692854
3175,No,No,517.8245458562,65501.6207632461
3176,No,Yes,1795.7168696683,12547.8290854169
3177,No,No,983.5605600315,26050.1300463799
3178,No,Yes,990.3542602954,18998.0907794504
3179,No,No,1529.5170057898,52681.7066584365
3180,No,No,272.8731293472,44249.6786805901
3181,No,Yes,636.2066156133,19468.4338686626
3182,Yes,No,1751.3470875819,38381.5857951998
3183,No,No,721.9203796517,46269.8372071629
3184,No,No,511.4175111077,25768.2854912986
3185,No,No,563.6872028127,41354.3501614923
3186,No,No,1110.7209223393,47221.4476200208
3187,No,No,403.0343765407,48874.151164611
3188,No,No,430.0904232911,29246.3770929262
3189,No,No,278.473984332,33187.7689316935
3190,Yes,No,2228.4722829823,27438.3489877222
3191,No,No,1201.7826165182,30099.1623728274
3192,No,No,490.798404424,44686.1031484568
3193,No,Yes,792.8559723612,8699.5983434718
3194,No,No,870.6623709493,37180.0676510813
3195,No,Yes,1149.2098359441,11337.0592459497
3196,No,No,493.5336750036,49735.5676052008
3197,No,Yes,874.3483757795,10845.0188294157
3198,No,No,1097.9475401272,23224.1278255065
3199,No,No,976.1491224279,29998.3630717934
3200,No,No,1373.7253788688,43124.2131477427
3201,No,Yes,1282.7628413128,22360.1963285237
3202,No,No,636.7284738213,45649.1708111331
3203,No,No,1823.2319218672,24744.8540564407
3204,No,No,605.8638006262,34515.1956633224
3205,No,No,0,27888.8260319906
3206,No,No,491.5203105985,37128.7743004734
3207,No,No,248.3623966853,37868.5597638725
3208,No,No,1036.5037462582,37151.410641444
3209,No,No,1130.8939329325,35235.3656766103
3210,No,Yes,1048.5389827911,10392.0641103791
3211,No,No,1251.8885020792,50174.3290696742
3212,Yes,No,1578.8474962304,61220.1331459947
3213,No,No,0,40341.3388308665
3214,No,No,1531.9629579638,33595.4327847968
3215,No,No,935.4652502604,30909.9309111235
3216,No,Yes,1056.1810671973,16873.5117589506
3217,No,Yes,1060.7768268,21430.7912243482
3218,No,No,253.8508785964,41472.12196196
3219,No,No,323.1232557343,36119.4288231761
3220,No,No,1051.2245647194,31749.6390256998
3221,No,Yes,925.9470582624,14258.2674251906
3222,No,Yes,831.2419341945,13702.9999252162
3223,No,No,280.8368682591,56567.0083341455
